0.080809,10,589824,1
0.080247,10,589824,1
0.081246,10,589824,1
0.080795,10,589824,1
0.081291,10,589824,1
0.080704,10,589824,1
0.081220,10,589824,1
0.080366,10,589824,1
0.080881,10,589824,1
0.080715,10,589824,1
0.812717,100,589824,1
0.806324,100,589824,1
0.806604,100,589824,1
0.807345,100,589824,1
0.801121,100,589824,1
0.805916,100,589824,1
0.803101,100,589824,1
0.803388,100,589824,1
0.800901,100,589824,1
0.803605,100,589824,1
8.036617,1000,589824,1
8.062805,1000,589824,1
8.066898,1000,589824,1
8.023621,1000,589824,1
8.069836,1000,589824,1
8.046358,1000,589824,1
8.063781,1000,589824,1
8.066052,1000,589824,1
8.075408,1000,589824,1
8.077966,1000,589824,1
80.397553,10000,589824,1
80.442264,10000,589824,1
80.606968,10000,589824,1
80.559130,10000,589824,1
80.319118,10000,589824,1
80.405432,10000,589824,1
80.301914,10000,589824,1
80.728718,10000,589824,1
80.799544,10000,589824,1
80.579122,10000,589824,1
